"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AY1","AY2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","REM","EQD"
"76412099999","2022-04-07T21:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","050,1,N,0020,1","99999,9,9,N","016000,1,9,9","+0330,1","+0188,1","10117,1",,,,,,,,,,,,,,"99999,9,10092,1","7,1,003,1,+005,1",,,,"SYN07076412 32966 00502 10330 20188 30092 40117 57003 92105 333 30/// 58005=",
"76412099999","2022-04-07T21:50:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0290,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10085,1,99999,9",,,,,"MET064METAR MMCL 072150Z 20010KT 10SM SKC 29/18 A2978 RMK ISOL CI HZY=",
"76412099999","2022-04-07T22:56:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","230,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0280,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10085,1,99999,9",,,,,"MET092METAR MMCL 072256Z 23008KT 10SM SKC 28/18 A2978 RMK DSNT CU SC 1QUAD CLMNA FU W ISOL CI HZY=",
"76412099999","2022-04-07T23:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0051,1","99999,9,9,N","016093,1,9,9","+0270,1","+0170,1","10084,1",,,,,,"02,1,+07010,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07010,1,99,9,99,9",,,"10085,1,99999,9","7,1,011,1,+999,9",,,,"MET093METAR MMCL 072343Z 22010KT 10SM FEW230 27/17 A2978 RMK SLP084 57011 958 8/002 CLMNA FU N HZY=",
"76412099999","2022-04-08T00:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","020,1,N,0020,1","99999,9,9,N","016000,1,9,9","+0281,1","+0194,1","10098,1","24,0000,9,1",,,,,,,,,,,"120,M,+0333,1","120,N,+0160,1","99999,9,10073,1","7,1,019,1,+999,9",,,,"SYN09476412 32966 00202 10281 20194 30073 40098 57019 90800 333 10333 20160 30/// 50711 59003 70000=",
"76412099999","2022-04-08T00:51:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0036,1","99999,9,9,N","016093,1,9,9","+0250,1","+0160,1","99999,9",,,,,,"02,1,+07010,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07010,1,99,9,99,9",,,"10091,1,99999,9",,,,,"MET079METAR MMCL 080051Z 22007KT 10SM FEW230 25/16 A2980 RMK 8/002 DSNT CU 1QUAD HZY=",
"76412099999","2022-04-08T01:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","190,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0240,1","+0170,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10095,1,99999,9",,,,,"MET064METAR MMCL 080143Z 19005KT 10SM SKC 24/17 A2981 RMK ISOL CI HZY=",
"76412099999","2022-04-08T02:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0230,1","+0180,1","10100,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10105,1,99999,9","2,1,016,1,+999,9",,,,"MET073METAR MMCL 080242Z 18004KT 10SM SKC 23/18 A2984 RMK SLP100 52016 959 HZY=",
"76412099999","2022-04-08T03:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","016000,1,9,9","+0224,1","+0189,1","10099,1",,,,,,,,,,,,,,"99999,9,10074,1","2,1,001,1,-016,1",,,,"SYN07076412 32966 00000 10224 20189 30074 40099 52001 90305 333 30/// 59016=",
"76412099999","2022-04-08T03:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0010,1","22000,1,9,N","016093,1,9,9","+0220,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10112,1,99999,9",,,,,"MET056METAR MMCL 080342Z 18002KT 10SM SKC 22/18 A2986 RMK HZY=",
"76412099999","2022-04-08T04:50:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","190,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0220,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10112,1,99999,9",,,,,"MET056METAR MMCL 080450Z 19004KT 10SM SKC 22/18 A2986 RMK HZY=",
"76412099999","2022-04-08T12:10:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","150,1,N,0026,1","00457,1,9,N","008047,1,9,9","+0220,1","+0190,1","10121,1",,,,,,"04,1,+00305,1,07,1","08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9",,,"10122,1,99999,9",,"11,1",,,"MET091METAR MMCL 081210Z RTD 15005KT 5SM BCFG SCT010 OVC015 22/19 A2989 RMK SLP121 922 8/6// RTS=",
"76412099999","2022-04-08T12:52:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","140,1,N,0021,1","00457,1,9,N","008047,1,9,9","+0210,1","+0180,1","99999,9",,,,,,"04,1,+00305,1,07,1","08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9",,,"10129,1,99999,9",,"11,1",,,"MET072METAR MMCL 081252Z 14004KT 5SM BCFG SCT010 OVC015 21/18 A2991 RMK 8/6//=",
"76412099999","2022-04-08T13:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","150,1,N,0026,1","00457,1,9,N","011265,1,9,9","+0220,1","+0180,1","99999,9",,,,,,"04,1,+00305,1,07,1","08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9",,,"10132,1,99999,9",,"11,1",,,"MET072METAR MMCL 081347Z 15005KT 7SM BCFG SCT010 OVC015 22/18 A2992 RMK 8/6//=",
"76412099999","2022-04-08T14:46:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","160,1,N,0041,1","00610,1,C,N","012875,1,9,9","+0230,1","+0180,1","10136,1",,,,,,"02,1,+00305,1,06,1","04,1,+00610,1,02,1","07,1,+07010,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9",,,"10139,1,99999,9","2,1,015,1,+999,9",,,,"MET091METAR MMCL 081446Z 16008KT 8SM FEW010 SCT020 BKN230 23/18 A2994 RMK SLP136 52015 923 8/508=",
"76412099999","2022-04-08T15:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","016000,1,9,9","+0232,1","+0181,1","10146,1",,,,,,,,,,,,,,"99999,9,10120,1","2,1,032,1,+031,1",,,,"SYN07076412 32966 01001 10232 20181 30120 40146 52032 91455 333 30/// 58031=",
"76412099999","2022-04-08T15:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","190,1,N,0041,1","07620,1,9,N","012875,1,9,9","+0240,1","+0180,1","99999,9",,,,,,"02,1,+00610,1,06,1","07,1,+07620,1,00,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10142,1,99999,9",,,,,"MET083METAR MMCL 081543Z 19008KT 8SM FEW020 BKN250 24/18 A2995 RMK 8/502 ISOL LWR CU HZY=",
"76412099999","2022-04-08T16:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","170,1,N,0051,1","07620,1,9,N","012875,1,9,9","+0260,1","+0180,1","99999,9",,,,,,"02,1,+00610,1,06,1","07,1,+07620,1,00,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10142,1,99999,9",,,,,"MET071METAR MMCL 081640Z 17010KT 8SM FEW020 BKN250 26/18 A2995 RMK 8/502 HZY=",
"76412099999","2022-04-08T17:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0051,1","07620,1,C,N","012875,1,9,9","+0280,1","+0180,1","10142,1",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10142,1,99999,9","2,1,005,1,+999,9",,,,"MET089METAR MMCL 081744Z 20010KT 8SM BKN250 28/18 A2995 RMK SLP142 52005 925 8/008 ISOL SC HZY=",
"76412099999","2022-04-08T18:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","016000,1,9,9","+0284,1","+0164,1","10152,1",,,,,,,,,,,,"120,M,+0284,1","120,N,+0162,1","99999,9,10126,1","2,1,006,1,+031,1",,,,"SYN08276412 32966 01101 10284 20164 30126 40152 52006 91750 333 10284 20162 30/// 58031=",
"76412099999","2022-04-08T18:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","170,1,N,0041,1","07620,1,C,N","016093,1,9,9","+0290,1","+0190,1","99999,9",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10139,1,99999,9",,,,,"MET065METAR MMCL 081840Z 17008KT 10SM BKN250 29/19 A2994 RMK 8/008 HZY=",
"76412099999","2022-04-08T19:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0041,1","07620,1,C,N","016093,1,9,9","+0290,1","+0190,1","99999,9",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10132,1,99999,9",,,,,"MET065METAR MMCL 081940Z 21008KT 10SM BKN250 29/19 A2992 RMK 8/008 HZY=",
"76412099999","2022-04-08T20:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0051,1","07620,1,C,N","016093,1,9,9","+0280,1","+0200,1","10123,1",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10122,1,99999,9","7,1,019,1,+999,9",,,,"MET082METAR MMCL 082045Z 22010KT 10SM BKN250 28/20 A2989 RMK SLP123 57019 928 8/008 HZY=",
"76412099999","2022-04-08T21:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","016000,1,9,9","+0306,1","+0173,1","10138,1",,,,,,,,,,,,,,"99999,9,10113,1","7,1,013,1,+021,1",,,,"SYN07076412 32966 01001 10306 20173 30113 40138 57013 92050 333 30/// 58021=",
"76412099999","2022-04-08T21:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0051,1","07620,1,C,N","016093,1,9,9","+0280,1","+0190,1","99999,9",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10118,1,99999,9",,,,,"MET065METAR MMCL 082145Z 20010KT 10SM BKN250 28/19 A2988 RMK 8/008 HZY=",
"76412099999","2022-04-08T22:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0041,1","07620,1,C,N","016093,1,9,9","+0270,1","+0190,1","99999,9",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10115,1,99999,9",,,,,"MET065METAR MMCL 082245Z 21008KT 10SM BKN250 27/19 A2987 RMK 8/008 HZY=",
"76412099999","2022-04-08T23:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","190,1,N,0031,1","99999,9,9,N","016093,1,9,9","+0270,1","+0190,1","10113,1",,,,,,"04,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,07620,1,99,9,99,9",,,"10115,1,99999,9","7,1,010,1,+999,9",,,,"MET082METAR MMCL 082342Z 19006KT 10SM SCT250 27/19 A2987 RMK SLP113 57010 929 8/002 HZY=",
"76412099999","2022-04-09T00:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","170,1,N,0026,1","07620,1,C,N","016093,1,9,9","+0250,1","+0190,1","99999,9",,,,,,"07,1,+07620,1,02,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,07620,1,99,9,99,9",,,"10118,1,99999,9",,,,,"MET065METAR MMCL 090047Z 17005KT 10SM BKN250 25/19 A2988 RMK 8/008 HZY=",
"76412099999","2022-04-09T01:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0021,1","99999,9,9,N","016093,1,9,9","+0240,1","+0180,1","99999,9",,,,,,"04,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,07620,1,99,9,99,9",,,"10122,1,99999,9",,,,,"MET065METAR MMCL 090140Z 18004KT 10SM SCT250 24/18 A2989 RMK 8/002 HZY=",
"76412099999","2022-04-09T02:52:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0220,1","+0180,1","10126,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10132,1,99999,9","2,1,013,1,+999,9",,,,"MET081METAR MMCL 090252Z 00000KT 10SM SKC 22/18 A2992 RMK SLP126 52013 926 ISOL CI HZY=",
"76412099999","2022-04-09T03:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0026,1","22000,1,9,N","014484,1,9,9","+0220,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10135,1,99999,9",,,,,"MET055METAR MMCL 090340Z 18005KT 9SM SKC 22/19 A2993 RMK HZY=",
"76412099999","2022-04-09T04:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","170,1,N,0015,1","22000,1,9,N","016093,1,9,9","+0220,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10139,1,99999,9",,,,,"MET056METAR MMCL 090444Z 17003KT 10SM SKC 22/19 A2994 RMK HZY=",
"76412099999","2022-04-09T11:57:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","00244,1,C,N","004828,1,9,9","+0210,1","+0190,1","10134,1",,,,,,"07,1,+00244,1,06,1","08,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00244,1,99,9,99,9",,,"10135,1,99999,9",,"05,1","10,1",,"MET098METAR MMCL 091157Z RTD 00000KT 3SM BR HZ BKN008 OVC010 21/19 A2993 RMK SLP134 5//// 912 8/5// RTS=",
"76412099999","2022-04-09T12:52:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","00305,1,9,N","004828,1,9,9","+0210,1","+0190,1","99999,9",,,,,,"04,1,+00244,1,06,1","08,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9",,,"10139,1,99999,9",,"05,1","10,1",,"MET073METAR MMCL 091252Z 00000KT 3SM BR HZ SCT008 OVC010 21/19 A2994 RMK 8/5//=",
"76412099999","2022-04-09T13:50:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","140,1,N,0026,1","00366,1,C,N","008047,1,9,9","+0210,1","+0180,1","99999,9",,,,,,"08,1,+00366,1,06,1",,,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00366,1,99,9,99,9",,,"10142,1,99999,9",,,,,"MET066METAR MMCL 091350Z 14005KT 5SM OVC012 21/18 A2995 RMK 8/5// BR HZ=",
"76412099999","2022-04-09T14:48:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","160,1,N,0026,1","00427,1,9,N","008047,1,9,9","+0220,1","+0180,1","10146,1",,,,,,"02,1,+00244,1,08,1","08,1,+00427,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9",,,"10146,1,99999,9","2,1,012,1,+999,9",,,,"MET090METAR MMCL 091448Z 16005KT 5SM FEW008 OVC014 22/18 A2996 RMK SLP146 52012 909 8/8// BR HZ=",
"76412099999","2022-04-09T15:17:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","140,1,N,0026,1","00457,1,9,N","009656,1,9,9","+0230,1","+0180,1","99999,9",,,,,,"02,1,+00305,1,08,1","07,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9",,,"10149,1,99999,9",,,,,"MET080METAR MMCL 091517Z 14005KT 6SM FEW010 BKN015 23/18 A2997 RMK 8/8// BINOVC BR HZ=",
"76412099999","2022-04-09T15:17:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","99999","V020","140,1,N,0026,1","00457,1,9,N","009656,1,9,9","+0230,1","+0180,1","99999,9",,,,,,"02,1,+00305,1,08,1","07,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9",,,"10149,1,99999,9",,,,,"MET080SPECI MMCL 091517Z 14005KT 6SM FEW010 BKN015 23/18 A2997 RMK 8/8// BINOVC BR HZ=",
"76412099999","2022-04-09T15:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","150,1,N,0031,1","00488,1,C,N","009656,1,9,9","+0230,1","+0180,1","99999,9",,,,,,"08,1,+00488,1,06,1",,,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00488,1,99,9,99,9",,,"10152,1,99999,9",,,,,"MET081METAR MMCL 091542Z 15006KT 6SM OVC016 23/18 A2998 RMK 8/5// ISOL CU BINOVC BR HZ=",
"76412099999","2022-04-09T16:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0036,1","00610,1,C,N","011265,1,9,9","+0250,1","+0180,1","99999,9",,,,,,"07,1,+00610,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00610,1,99,9,99,9",,,"10152,1,99999,9",,,,,"MET064METAR MMCL 091645Z 20007KT 7SM BKN020 25/18 A2998 RMK 8/100 HZY=",
"76412099999","2022-04-09T17:46:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","011265,1,9,9","+0260,1","+0180,1","10151,1",,,,,,"04,1,+00610,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9",,,"10152,1,99999,9","2,1,005,1,+999,9",,,,"MET081METAR MMCL 091746Z 00000KT 7SM SCT020 26/18 A2998 RMK SLP151 52005 908 8/100 HZY=",
"76412099999","2022-04-09T18:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","012875,1,9,9","+0280,1","+0180,1","99999,9",,,,,,"02,1,+00762,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,"10146,1,99999,9",,,,,"MET064METAR MMCL 091843Z 00000KT 8SM FEW025 28/18 A2996 RMK 8/100 HZY=",
"76412099999","2022-04-09T19:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0057,1","22000,1,9,N","014484,1,9,9","+0280,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10139,1,99999,9",,,,,"MET063METAR MMCL 091947Z 21011KT 9SM SKC 28/18 A2994 RMK ISOL CU HZY=",
"76412099999","2022-04-09T20:52:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","240,1,N,0057,1","22000,1,9,N","016093,1,9,9","+0280,1","+0180,1","10130,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10129,1,99999,9","7,1,021,1,+999,9",,,,"MET081METAR MMCL 092052Z 24011KT 10SM SKC 28/18 A2991 RMK SLP130 57021 907 ISOL AC HZY=",
"76412099999","2022-04-09T21:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","016000,1,9,9","+0304,1","+0188,1","10139,1",,,,,,,,,,,,,,"99999,9,10114,1","7,1,013,1,+001,1",,,,"SYN07076412 32966 01001 10304 20188 30114 40139 57013 92055 333 30/// 58001=",
"76412099999","2022-04-09T21:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0280,1","+0170,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10122,1,99999,9",,,,,"MET067METAR MMCL 092142Z 20008KT 10SM SKC 28/17 A2989 RMK ISOL AC CI HZY=",
"76412099999","2022-04-09T22:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0280,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10115,1,99999,9",,,,,"MET060METAR MMCL 092240Z 20006KT 10SM SKC 28/18 A2987 RMK ISOL CI=",
"76412099999","2022-04-09T23:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0270,1","+0180,1","10113,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10115,1,99999,9","7,1,017,1,+999,9",,,,"MET077METAR MMCL 092340Z 21010KT 10SM SKC 27/18 A2987 RMK SLP113 57017 900 ISOL CI=",
"76412099999","2022-04-10T00:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","016000,1,9,9","+0284,1","+0171,1","10127,1","24,0000,9,1",,,,,,,,,,,"120,M,+0310,1","120,N,+0162,1","99999,9,10101,1","7,1,013,1,+999,9",,,,"SYN09476412 32966 01001 10284 20171 30101 40127 57013 92345 333 10310 20162 30/// 50591 59014 70000=",
"76412099999","2022-04-10T00:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0250,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10115,1,99999,9",,,,,"MET060METAR MMCL 100043Z 20010KT 10SM SKC 25/18 A2987 RMK ISOL CI=",
"76412099999","2022-04-10T01:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0230,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10118,1,99999,9",,,,,"MET064METAR MMCL 100143Z 22004KT 10SM SKC 23/18 A2988 RMK ISOL CI HZY=",
"76412099999","2022-04-10T02:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0210,1","+0180,1","10121,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10122,1,99999,9","2,1,008,1,+999,9",,,,"MET081METAR MMCL 100245Z 00000KT 10SM SKC 21/18 A2989 RMK SLP121 52008 955 ISOL CI HZY=",
"76412099999","2022-04-10T03:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0200,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10129,1,99999,9",,,,,"MET064METAR MMCL 100344Z 22004KT 10SM SKC 20/18 A2991 RMK ISOL CI HZY=",
"76412099999","2022-04-10T04:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0200,1","+0180,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10132,1,99999,9",,,,,"MET064METAR MMCL 100440Z 22004KT 10SM SKC 20/18 A2992 RMK ISOL CI HZY=",
"76412099999","2022-04-10T11:49:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","120,1,N,0015,1","00305,1,C,N","008047,1,9,9","+0220,1","+0180,1","10121,1",,,,,,"07,1,+00305,1,06,1","08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00305,1,99,9,99,9",,,"10122,1,99999,9",,,,,"MET094METAR MMCL 101149Z 12003KT 5SM BKN010 OVC015 22/18 A2989 RMK SLP121 5//// 962 8/5// BR HZ RTS=",
"76412099999","2022-04-10T12:12:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","120,1,N,0041,1","01067,1,C,N","009656,1,9,9","+0220,1","+0180,1","99999,9",,,,,,"08,1,+01067,1,06,1",,,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,01067,1,99,9,99,9",,,"10118,1,99999,9",,,,,"MET066METAR MMCL 101212Z 12008KT 6SM OVC035 22/18 A2988 RMK 8/5// BR HZ=",
