"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AY1","AY2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","REM","EQD"
"76412099999","2022-01-01T14:41:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","07620,1,C,N","016093,1,9,9","+0180,1","+0170,1","10156,1",,,,,,"04,1,+00610,1,06,1","04,1,+07620,1,00,1",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9",,,"10159,1,99999,9",,,,,"MET089METAR MMCL 011441Z 00000KT 10SM SCT020 SCT250 18/17 A3000 RMK SLP156 5//// 927 8/502 HZY=",
"76412099999","2022-01-01T15:49:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","07620,1,C,N","016093,1,9,9","+0190,1","+0170,1","99999,9",,,,,,"04,1,+00610,1,06,1","04,1,+07620,1,00,1",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9",,,"10166,1,99999,9",,,,,"MET072METAR MMCL 011549Z 00000KT 10SM SCT020 SCT250 19/17 A3002 RMK 8/502 HZY=",
"76412099999","2022-01-01T16:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","04267,1,C,N","016093,1,9,9","+0220,1","+0190,1","99999,9",,,,,,"02,1,+00457,1,06,1","04,1,+04267,1,03,1","04,1,+07620,1,00,1",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10173,1,99999,9",,,,,"MET079METAR MMCL 011643Z 00000KT 10SM FEW015 SCT140 SCT250 22/19 A3004 RMK 8/532 HZY=",
"76412099999","2022-01-01T17:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0026,1","04267,1,C,N","016093,1,9,9","+0230,1","+0190,1","10169,1",,,,,,"02,1,+00457,1,08,1","04,1,+04267,1,03,1","04,1,+07620,1,00,1",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10169,1,99999,9","2,1,013,1,+999,9",,,,"MET096METAR MMCL 011742Z 30005KT 10SM FEW015 SCT140 SCT250 23/19 A3003 RMK SLP169 52013 926 8/132 HZY=",
"76412099999","2022-01-01T18:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","04267,1,C,N","016093,1,9,9","+0240,1","+0180,1","99999,9",,,,,,"02,1,+00457,1,08,1","04,1,+04267,1,03,1","04,1,+07620,1,00,1",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10163,1,99999,9",,,,,"MET079METAR MMCL 011843Z 00000KT 10SM FEW015 SCT140 SCT250 24/18 A3001 RMK 8/132 HZY=",
"76412099999","2022-01-01T19:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","260,1,N,0031,1","04267,1,C,N","016093,1,9,9","+0250,1","+0180,1","99999,9",,,,,,"02,1,+00610,1,08,1","04,1,+04267,1,03,1","04,1,+07620,1,00,1",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10152,1,99999,9",,,,,"MET079METAR MMCL 011940Z 26006KT 10SM FEW020 SCT140 SCT250 25/18 A2998 RMK 8/132 HZY=",
"76412099999","2022-01-01T20:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","240,1,N,0036,1","99999,9,9,N","016093,1,9,9","+0250,1","+0180,1","10144,1",,,,,,"02,1,+01067,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9",,,"10146,1,99999,9","7,1,025,1,+999,9",,,,"MET090METAR MMCL 012043Z 24007KT 10SM FEW035 25/18 A2996 RMK SLP144 57025 928 8/100 ISOL AC HZY=",
"76412099999","2022-01-01T21:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","320,1,N,0036,1","99999,9,9,N","016093,1,9,9","+0250,1","+0180,1","99999,9",,,,,,"02,1,+00914,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9",,,"10146,1,99999,9",,,,,"MET069METAR MMCL 012140Z 32007KT 10SM FEW030 25/18 A2996 RMK 8/100 ISOL AC=",
"76412099999","2022-01-01T22:41:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0015,1","99999,9,9,N","016093,1,9,9","+0260,1","+0170,1","99999,9",,,,,,"02,1,+00762,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,"10142,1,99999,9",,,,,"MET061METAR MMCL 012241Z 31003KT 10SM FEW025 26/17 A2995 RMK 8/100=",
"76412099999","2022-01-01T23:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","270,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0240,1","+0160,1","10143,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10146,1,99999,9","7,1,001,1,+999,9",,,,"MET079METAR MMCL 012340Z 27006KT 10SM SKC 24/16 A2996 RMK SLP143 57001 927 DSNT CU N=",
"76412099999","2022-01-02T00:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","270,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0210,1","+0160,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10149,1,99999,9",,,,,"MET056METAR MMCL 020043Z 27005KT 10SM SKC 21/16 A2997 RMK HZY=",
"76412099999","2022-01-02T01:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0200,1","+0160,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10156,1,99999,9",,,,,"MET056METAR MMCL 020140Z 00000KT 10SM SKC 20/16 A2999 RMK HZY=",
"76412099999","2022-01-02T02:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0010,1","22000,1,9,N","016093,1,9,9","+0190,1","+0160,1","10159,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10163,1,99999,9","2,1,016,1,+999,9",,,,"MET073METAR MMCL 020242Z 30002KT 10SM SKC 19/16 A3001 RMK SLP159 52016 938 HZY=",
"76412099999","2022-01-02T03:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0180,1","+0160,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9",,,,,"MET056METAR MMCL 020347Z 00000KT 10SM SKC 18/16 A3002 RMK HZY=",
"76412099999","2022-01-02T04:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0180,1","+0160,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10169,1,99999,9",,,,,"MET056METAR MMCL 020447Z 00000KT 10SM SKC 18/16 A3003 RMK HZY=",
"76412099999","2022-01-02T12:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0130,1","+0130,1","99999,9",,,,,,"02,1,+06706,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,06706,1,99,9,99,9",,,"10159,1,99999,9",,,,,"MET069METAR MMCL 021244Z 00000KT 10SM FEW220 13/13 A3000 RMK 8/002 HZY RTS=",
"76412099999","2022-01-02T13:46:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0130,1","+0130,1","99999,9",,,,,,"04,1,+06706,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,06706,1,99,9,99,9",,,"10159,1,99999,9",,,,,"MET082METAR MMCL 021346Z 00000KT 10SM SCT220 13/13 A3000 RMK 8/002 ISOL ST VC BC LOW FG=",
"76412099999","2022-01-02T14:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0150,1","+0140,1","10165,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9",,,,,"MET080METAR MMCL 021440Z 00000KT 10SM SKC 15/14 A3002 RMK SLP165 5//// 908 ISOL ST FU=",
"76412099999","2022-01-02T15:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0180,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10169,1,99999,9",,,,,"MET048METAR MMCL 021540Z 00000KT 10SM SKC 18/15 A3003=",
"76412099999","2022-01-02T16:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0210,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10173,1,99999,9",,,,,"MET048METAR MMCL 021645Z 00000KT 10SM SKC 21/15 A3004=",
"76412099999","2022-01-02T17:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0230,1","+0140,1","10167,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10169,1,99999,9","2,1,002,1,+999,9",,,,"MET069METAR MMCL 021740Z 00000KT 10SM SKC 23/14 A3003 RMK SLP167 52002 952=",
"76412099999","2022-01-02T18:46:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","270,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0250,1","+0140,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10159,1,99999,9",,,,,"MET048METAR MMCL 021846Z 27006KT 10SM SKC 25/14 A3000=",
"76412099999","2022-01-02T19:46:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0250,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10146,1,99999,9",,,,,"MET048METAR MMCL 021946Z 31005KT 10SM SKC 25/15 A2996=",
"76412099999","2022-01-02T20:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0260,1","+0150,1","10134,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10135,1,99999,9","7,1,033,1,+999,9",,,,"MET069METAR MMCL 022040Z 28010KT 10SM SKC 26/15 A2993 RMK SLP134 57033 959=",
"76412099999","2022-01-02T21:49:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0270,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10129,1,99999,9",,,,,"MET048METAR MMCL 022149Z 28008KT 10SM SKC 27/15 A2991=",
"76412099999","2022-01-02T22:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0260,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10125,1,99999,9",,,,,"MET048METAR MMCL 022242Z 30010KT 10SM SKC 26/15 A2990=",
"76412099999","2022-01-02T23:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","260,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0250,1","+0150,1","10128,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10129,1,99999,9","7,1,006,1,+999,9",,,,"MET069METAR MMCL 022342Z 26005KT 10SM SKC 25/15 A2991 RMK SLP128 57006 965=",
"76412099999","2022-01-03T00:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0220,1","+0140,1","99999,9",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10135,1,99999,9",,,,,"MET061METAR MMCL 030042Z 00000KT 10SM FEW250 22/14 A2993 RMK 8/002=",
"76412099999","2022-01-03T01:47:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0200,1","+0130,1","99999,9",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10139,1,99999,9",,,,,"MET061METAR MMCL 030147Z 00000KT 10SM FEW250 20/13 A2994 RMK 8/002=",
"76412099999","2022-01-03T02:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0190,1","+0120,1","10142,1",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10142,1,99999,9","2,1,014,1,+999,9",,,,"MET078METAR MMCL 030244Z 00000KT 10SM FEW250 19/12 A2995 RMK SLP142 52014 968 8/002=",
"76412099999","2022-01-03T03:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0180,1","+0120,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10149,1,99999,9",,,,,"MET048METAR MMCL 030343Z 00000KT 10SM SKC 18/12 A2997=",
"76412099999","2022-01-03T04:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0160,1","+0120,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10149,1,99999,9",,,,,"MET048METAR MMCL 030444Z 00000KT 10SM SKC 16/12 A2997=",
"76412099999","2022-01-03T12:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0110,1","+0110,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10152,1,99999,9",,,,,"MET060METAR MMCL 031240Z 00000KT 10SM SKC 11/11 A2998 RMK HZY RTS=",
"76412099999","2022-01-03T13:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0110,1","+0100,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10159,1,99999,9",,,,,"MET073METAR MMCL 031345Z 00000KT 10SM SKC 11/10 A3000 RMK ISOL CI VC BC LOW FG=",
"76412099999","2022-01-03T14:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0140,1","+0120,1","10167,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9",,,,,"MET084METAR MMCL 031440Z 00000KT 10SM SKC 14/12 A3002 RMK SLP167 5//// 902 ISOL ST CI HZY=",
"76412099999","2022-01-03T15:41:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0160,1","+0130,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10173,1,99999,9",,,,,"MET048METAR MMCL 031541Z 00000KT 10SM SKC 16/13 A3004=",
"76412099999","2022-01-03T16:42:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","250,1,N,0010,1","99999,9,9,N","016093,1,9,9","+0170,1","+0130,1","99999,9",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10183,1,99999,9",,,,,"MET065METAR MMCL 031642Z 25002KT 10SM FEW250 17/13 A3007 RMK 8/002 HZY=",
"76412099999","2022-01-03T17:44:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","016093,1,9,9","+0210,1","+0140,1","10184,1",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10186,1,99999,9","2,1,017,1,+999,9",,,,"MET082METAR MMCL 031744Z 00000KT 10SM FEW250 21/14 A3008 RMK SLP184 52017 917 8/002 HZY=",
"76412099999","2022-01-03T18:49:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0026,1","99999,9,9,N","016093,1,9,9","+0230,1","+0160,1","99999,9",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10179,1,99999,9",,,,,"MET065METAR MMCL 031849Z 18005KT 10SM FEW250 23/16 A3006 RMK 8/002 HZY=",
"76412099999","2022-01-03T19:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","200,1,N,0041,1","99999,9,9,N","016093,1,9,9","+0250,1","+0160,1","99999,9",,,,,,"02,1,+07620,1,00,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,07620,1,99,9,99,9",,,"10169,1,99999,9",,,,,"MET065METAR MMCL 031943Z 20008KT 10SM FEW250 25/16 A3003 RMK 8/002 HZY=",
"76412099999","2022-01-03T20:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0260,1","+0160,1","10162,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9","7,1,022,1,+999,9",,,,"MET077METAR MMCL 032040Z 21004KT 10SM SKC 26/16 A3002 RMK SLP162 57022 928 ISOL CI=",
"76412099999","2022-01-03T21:41:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0036,1","22000,1,9,N","016093,1,9,9","+0260,1","+0160,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10163,1,99999,9",,,,,"MET060METAR MMCL 032141Z 22007KT 10SM SKC 26/16 A3001 RMK ISOL CI=",
"76412099999","2022-01-03T22:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","190,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0260,1","+0150,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9",,,,,"MET064METAR MMCL 032240Z 19006KT 10SM SKC 26/15 A3002 RMK ISOL CI HZY=",
"76412099999","2022-01-03T23:45:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0250,1","+0150,1","10164,1",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10166,1,99999,9","2,1,002,1,+999,9",,,,"MET077METAR MMCL 032345Z 28004KT 10SM SKC 25/15 A3002 RMK SLP164 52002 936 ISOL CI=",
