"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AG1","AJ1","AY1","AY2","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","IA1","IA2","KA1","KA2","MA1","MD1","MW1","MW2","OC1","REM","EQD"
"76412099999","2003-01-02T20:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","220,1,N,0031,1","22000,1,9,N","032186,1,N,1","+0290,1","+0150,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10119,1,99999,9",,"00,1",,,"MET049MMCL 022040Z 22006KT 20SM SKC 29/15 A2988 PRESFR;","Q01+000000PRSWM2"
"76412099999","2003-01-02T21:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","MMCL ","V020","250,1,N,0010,1","22000,1,9,N","016000,1,N,1","+0290,1","+0122,1","10136,1","06,0000,9,1",,,,"4,1,03,1","4,1,03,1","00,1,+99999,9,99,9",,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"01,9",,,,"99999,9,10093,1","7,1,031,1,+002,1","05,1",,,"SYN088AAXX  02210 76412 31966 02501 10290 20122 30093 40136 57031 70544 92045 333 30/// 58002;","Q01  00002PRCP06"
"76412099999","2003-01-02T21:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","220,1,N,0031,1","22000,1,9,N","032186,1,N,1","+0290,1","+0150,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10115,1,99999,9",,"00,1",,,"MET042MMCL 022140Z 22006KT 20SM SKC 29/15 A2987;","Q01+000000PRSWM2"
"76412099999","2003-01-02T22:43:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","220,1,N,0021,1","22000,1,9,N","032186,1,N,1","+0300,1","+0150,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10112,1,99999,9",,"00,1",,,"MET042MMCL 022243Z 22004KT 20SM SKC 30/15 A2986;","Q01+000000PRSWM2"
"76412099999","2003-01-03T00:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","MMCL ","V020","270,1,N,0010,1","22000,1,9,N","017000,1,N,1","+0288,1","+0113,1","10126,1","06,0000,9,1","24,0000,9,1",,,"4,1,06,1","4,1,06,1","00,1,+99999,9,99,9",,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"01,9",,"120,M,+0300,1","180,N,+0086,1","99999,9,10083,1","7,1,010,1,+000,1","05,1",,,"SYN112AAXX  03000 76412 31967 02701 10288 20113 30083 40126 57010 70544 92345 333 10300 20086 30/// 50330 58000 70000;","Q01  00002PRCP06Q02  00002PRCP24"
"76412099999","2003-01-03T00:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","230,1,N,0026,1","22000,1,9,N","032186,1,N,1","+0240,1","+0140,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10119,1,99999,9",,"00,1",,,"MET042MMCL 030040Z 23005KT 20SM SKC 24/14 A2988;","Q01+000000PRSWM2"
"76412099999","2003-01-03T01:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","999,9,C,0000,1","22000,1,9,N","032186,1,N,1","+0200,1","+0120,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10125,1,99999,9",,"00,1",,,"MET048METAR MMCL 030140Z 00000KT 20SM SKC 20/12 A2990;","Q01+000000PRSWM2"
"76412099999","2003-01-03T02:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","999,9,C,0000,1","22000,1,9,N","032186,1,N,1","+0190,1","+0130,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10129,1,99999,9",,"00,1",,,"MET042MMCL 030240Z 00000KT 20SM SKC 19/13 A2991;","Q01+000000PRSWM2"
"76412099999","2003-01-03T03:00:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-12","MMCL ","V020","999,9,C,0000,1","22000,1,9,N","010000,1,N,1","+0175,1","+0116,1","10148,1","06,0000,9,1",,,,,,"00,1,+99999,9,99,9",,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"01,9",,,,"99999,9,10103,1","2,1,020,1,-012,1",,,,"SYN082AAXX  03030 76412 32960 00000 10175 20116 30103 40148 52020 90245 333 30/// 59012;","Q01  00002PRCP06"
"76412099999","2003-01-03T03:40:00","4","24.764547","-107.474717","32.91","CULIACAN INTERNATIONAL, MX","FM-16","MMCL ","V020","999,9,C,0000,1","22000,1,9,N","024140,1,N,1","+0180,1","+0130,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"10132,1,99999,9",,"00,1",,,"MET042MMCL 030340Z 00000KT 15SM SKC 18/13 A2992;","Q01+000000PRSWM2"
