"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GE1","GF1","MA1","MW1","REM","EQD"
"76361599999","2025-01-11T22:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","270,1,N,0072,1","22000,1,9,N","016093,1,9,9","+0220,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10118,1,99999,9",,"MET056METAR MMLM 112240Z 27014KT 10SM SKC 22/03 A2988 RMK HZY=",
"76361599999","2025-01-11T23:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0077,1","22000,1,9,N","016093,1,9,9","+0210,1","+0020,1","10119,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10118,1,99999,9",,"MET063METAR MMLM 112340Z 28015KT 10SM SKC 21/02 A2988 RMK SLP119 HZY=",
"76361599999","2025-01-12T00:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0067,1","22000,1,9,N","016093,1,9,9","+0190,1","+0040,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10125,1,99999,9",,"MET056METAR MMLM 120040Z 28013KT 10SM SKC 19/04 A2990 RMK HZY=",
"76361599999","2025-01-12T01:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","290,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0170,1","+0060,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10129,1,99999,9",,"MET056METAR MMLM 120140Z 29008KT 10SM SKC 17/06 A2991 RMK HZY=",
"76361599999","2025-01-12T02:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","250,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0140,1","+0060,1","10132,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10132,1,99999,9",,"MET063METAR MMLM 120240Z 25004KT 10SM SKC 14/06 A2992 RMK SLP132 HZY=",
"76361599999","2025-01-12T03:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","220,1,N,0015,1","22000,1,9,N","016093,1,9,9","+0140,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9",,"MET056METAR MMLM 120340Z 22003KT 10SM SKC 14/07 A2994 RMK HZY=",
"76361599999","2025-01-12T14:08:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","080,1,N,0031,1","22000,1,9,N","009656,1,9,9","+0080,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,1,99999,9","40,1","MET064METAR MMLM 121408Z RTD 08006KT 6SM VCFG SKC 08/03 A3000 RMK RTS=",
"76361599999","2025-01-12T14:54:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","080,1,N,0031,1","22000,1,9,N","012875,1,9,9","+0100,1","+0050,1","10166,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",,"MET062METAR MMLM 121454Z 08006KT 8SM SKC 10/05 A3002 RMK SLP166 HZY=",
"76361599999","2025-01-12T15:50:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","070,1,N,0036,1","22000,1,9,N","012875,1,9,9","+0130,1","+0060,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10173,1,99999,9",,"MET055METAR MMLM 121550Z 07007KT 8SM SKC 13/06 A3004 RMK HZY=",
"76361599999","2025-01-12T16:51:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","060,1,N,0031,1","22000,1,9,N","012875,1,9,9","+0160,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10179,1,99999,9",,"MET055METAR MMLM 121651Z 06006KT 8SM SKC 16/07 A3006 RMK HZY=",
"76361599999","2025-01-12T17:55:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","050,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0190,1","+0060,1","10171,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10179,1,99999,9",,"MET060METAR MMLM 121755Z 05004KT 10SM SKC 19/06 A3006 RMK SLP1710=",
"76361599999","2025-01-12T18:49:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","050,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0210,1","+0050,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",,"MET048METAR MMLM 121849Z 05004KT 10SM SKC 21/05 A3003=",
"76361599999","2025-01-12T19:43:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0220,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10163,1,99999,9",,"MET060METAR MMLM 121943Z 00000KT 10SM SKC 22/03 A3001 RMK ISOL SC=",
"76361599999","2025-01-12T21:03:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","180,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0220,1","+0080,1","10156,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10156,1,99999,9",,"MET063METAR MMLM 122103Z RTD 18008KT 10SM SKC 22/08 A2999 RMK SLP156=",
"76361599999","2025-01-12T21:50:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","210,1,N,0046,1","22000,1,9,N","016093,1,9,9","+0220,1","+0080,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10152,1,99999,9",,"MET048METAR MMLM 122150Z 21009KT 10SM SKC 22/08 A2998=",
"76361599999","2025-01-12T22:43:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","240,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0210,1","+0080,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10152,1,99999,9",,"MET048METAR MMLM 122243Z 24005KT 10SM SKC 21/08 A2998=",
"76361599999","2025-01-12T23:44:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","250,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0200,1","+0080,1","10153,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10152,1,99999,9",,"MET059METAR MMLM 122344Z 25008KT 10SM SKC 20/08 A2998 RMK SLP153=",
"76361599999","2025-01-13T00:55:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","260,1,N,0036,1","22000,1,9,N","016093,1,9,9","+0180,1","+0080,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,1,99999,9",,"MET048METAR MMLM 130055Z 26007KT 10SM SKC 18/08 A3000=",
"76361599999","2025-01-13T01:43:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","290,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0170,1","+0090,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,1,99999,9",,"MET048METAR MMLM 130143Z 29006KT 10SM SKC 17/09 A3000=",
"76361599999","2025-01-13T02:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0031,1","22000,1,9,N","012875,1,9,9","+0160,1","+0090,1","10166,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",,"MET058METAR MMLM 130240Z 30006KT 8SM SKC 16/09 A3002 RMK SLP166=",
"76361599999","2025-01-13T03:53:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0026,1","22000,1,9,N","012875,1,9,9","+0140,1","+0090,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,1,99999,9",,"MET047METAR MMLM 130353Z 30005KT 8SM SKC 14/09 A3005=",
"76361599999","2025-01-13T14:01:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0060,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10186,1,99999,9",,"MET064METAR MMLM 131401Z RTD 00000KT 10SM SKC 06/03 A3008 RMK HZY RTS=",
"76361599999","2025-01-13T14:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0080,1","+0040,1","10181,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",,"MET064METAR MMLM 131440Z 00000KT 10SM SKC 08/04 A3009 RMK SLP1810 HZY=",
"76361599999","2025-01-13T15:46:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0140,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10196,1,99999,9",,"MET056METAR MMLM 131546Z 00000KT 10SM SKC 14/07 A3011 RMK HZY=",
"76361599999","2025-01-13T16:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0170,1","+0060,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10200,1,99999,9",,"MET056METAR MMLM 131640Z 28005KT 10SM SKC 17/06 A3012 RMK HZY=",
"76361599999","2025-01-13T17:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0200,1","+0040,1","10197,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10196,1,99999,9",,"MET063METAR MMLM 131740Z 30010KT 10SM SKC 20/04 A3011 RMK SLP197 HZY=",
"76361599999","2025-01-13T18:43:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0046,1","22000,1,9,N","016093,1,9,9","+0220,1","+0040,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",,"MET056METAR MMLM 131843Z 30009KT 10SM SKC 22/04 A3009 RMK HZY=",
"76361599999","2025-01-13T19:42:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","320,1,N,0051,1","22000,1,9,N","016093,1,9,9","+0220,1","+0040,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10179,1,99999,9",,"MET056METAR MMLM 131942Z 32010KT 10SM SKC 22/04 A3006 RMK HZY=",
"76361599999","2025-01-13T20:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0072,1","22000,1,9,N","016093,1,9,9","+0230,1","+0040,1","10161,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",,"MET064METAR MMLM 132040Z 30014KT 10SM SKC 23/04 A3003 RMK SLP1610 HZY=",
"76361599999","2025-01-13T21:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","290,1,N,0077,1","22000,1,9,N","012875,1,9,9","+0220,1","+0050,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",,"MET055METAR MMLM 132140Z 29015KT 8SM SKC 22/05 A3002 RMK HZY=",
"76361599999","2025-01-13T22:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0072,1","22000,1,9,N","012875,1,9,9","+0220,1","+0050,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",,"MET055METAR MMLM 132240Z 31014KT 8SM SKC 22/05 A3002 RMK HZY=",
"76361599999","2025-01-13T23:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0067,1","22000,1,9,N","012875,1,9,9","+0200,1","+0050,1","10173,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10173,1,99999,9",,"MET062METAR MMLM 132340Z 30013KT 8SM SKC 20/05 A3004 RMK SLP173 HZY=",
"76361599999","2025-01-14T00:56:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0062,1","22000,1,9,N","016093,1,9,9","+0180,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10173,1,99999,9",,"MET048METAR MMLM 140056Z 30012KT 10SM SKC 18/07 A3004=",
"76361599999","2025-01-14T01:46:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0160,1","+0080,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,1,99999,9",,"MET048METAR MMLM 140146Z 30008KT 10SM SKC 16/08 A3005=",
"76361599999","2025-01-14T02:41:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0036,1","22000,1,9,N","012875,1,9,9","+0140,1","+0070,1","10183,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10183,1,99999,9",,"MET058METAR MMLM 140241Z 30007KT 8SM SKC 14/07 A3007 RMK SLP183=",
"76361599999","2025-01-14T03:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0036,1","22000,1,9,N","012875,1,9,9","+0140,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",,"MET047METAR MMLM 140340Z 31007KT 8SM SKC 14/07 A3009=",
"76361599999","2025-01-14T14:01:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0070,1","+0050,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",,"MET064METAR MMLM 141401Z RTD 00000KT 10SM SKC 07/05 A3010 RMK HZY RTS=",
"76361599999","2025-01-14T14:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","290,1,N,0021,1","22000,1,9,N","016093,1,9,9","+0080,1","+0050,1","10197,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10196,1,99999,9",,"MET063METAR MMLM 141440Z 29004KT 10SM SKC 08/05 A3011 RMK SLP197 HZY=",
"76361599999","2025-01-14T15:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0046,1","22000,1,9,N","016093,1,9,9","+0140,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10207,1,99999,9",,"MET056METAR MMLM 141540Z 31009KT 10SM SKC 14/07 A3014 RMK HZY=",
"76361599999","2025-01-14T16:42:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0082,1","22000,1,9,N","016093,1,9,9","+0180,1","+0070,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10213,1,99999,9",,"MET056METAR MMLM 141642Z 31016KT 10SM SKC 18/07 A3016 RMK HZY=",
"76361599999","2025-01-14T17:41:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","320,1,N,0088,1","22000,1,9,N","016093,1,9,9","+0200,1","+0050,1","10201,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10210,1,99999,9",,"MET064METAR MMLM 141741Z 32017KT 10SM SKC 20/05 A3015 RMK SLP2010 HZY=",
"76361599999","2025-01-14T18:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0082,1","22000,1,9,N","016093,1,9,9","+0210,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10196,1,99999,9",,"MET056METAR MMLM 141840Z 31016KT 10SM SKC 21/03 A3011 RMK HZY=",
"76361599999","2025-01-14T19:48:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0088,1","22000,1,9,N","016093,1,9,9","+0220,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10183,1,99999,9",,"MET056METAR MMLM 141948Z 31017KT 10SM SKC 22/03 A3007 RMK HZY=",
"76361599999","2025-01-14T20:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0082,1","22000,1,9,N","016093,1,9,9","+0230,1","+0040,1","10173,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10173,1,99999,9",,"MET063METAR MMLM 142040Z 31016KT 10SM SKC 23/04 A3004 RMK SLP173 HZY=",
"76361599999","2025-01-14T21:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","320,1,N,0062,1","22000,1,9,N","016093,1,9,9","+0230,1","+0030,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",,"MET048METAR MMLM 142140Z 32012KT 10SM SKC 23/03 A3003=",
"76361599999","2025-01-14T22:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","320,1,N,0072,1","22000,1,9,N","016093,1,9,9","+0220,1","+0050,1","99999,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",,"MET048METAR MMLM 142240Z 32014KT 10SM SKC 22/05 A3003=",
"76361599999","2025-01-14T23:41:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0062,1","22000,1,9,N","016093,1,9,9","+0210,1","+0070,1","10161,1",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",,"MET060METAR MMLM 142341Z 30012KT 10SM SKC 21/07 A3003 RMK SLP1610=",
"76361599999","2025-01-15T00:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0051,1","06706,1,C,N","012875,1,9,9","+0190,1","+0080,1","99999,9","07,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,06706,1,99,9,99,9","10173,1,99999,9",,"MET064METAR MMLM 150040Z 30010KT 8SM BKN220 19/08 A3004 RMK 8/008 HZY=",
"76361599999","2025-01-15T01:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0046,1","99999,9,9,N","012875,1,9,9","+0180,1","+0090,1","99999,9","04,1,+06706,1,00,1",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,06706,1,99,9,99,9","10179,1,99999,9",,"MET060METAR MMLM 150140Z 30009KT 8SM SCT220 18/09 A3006 RMK 8/001=",
"76361599999","2025-01-15T02:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0036,1","06706,1,C,N","012875,1,9,9","+0160,1","+0090,1","10183,1","07,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,06706,1,99,9,99,9","10183,1,99999,9",,"MET067METAR MMLM 150240Z 28007KT 8SM BKN220 16/09 A3007 RMK SLP183 8/008=",
"76361599999","2025-01-15T03:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","280,1,N,0026,1","06706,1,C,N","012875,1,9,9","+0160,1","+0100,1","99999,9","07,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,06706,1,99,9,99,9","10186,1,99999,9",,"MET060METAR MMLM 150340Z 28005KT 8SM BKN220 16/10 A3008 RMK 8/008=",
"76361599999","2025-01-15T12:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","240,1,N,0021,1","06096,1,C,N","011265,1,9,9","+0120,1","+0090,1","99999,9","07,1,+06096,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,06096,1,99,9,99,9","10196,1,99999,9",,"MET064METAR MMLM 151240Z 24004KT 7SM BKN200 12/09 A3011 RMK 8/008 RTS=",
"76361599999","2025-01-15T14:48:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","240,1,N,0021,1","06096,1,C,N","009656,1,9,9","+0130,1","+0100,1","10201,1","08,1,+06096,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06096,1,99,9,99,9","10210,1,99999,9","40,1","MET084METAR MMLM 151448Z 24004KT 6SM VCFG OVC200 13/10 A3015 RMK SLP2010 8/007 BINOVC HZY=",
"76361599999","2025-01-15T15:44:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","999,9,C,0000,1","06096,1,C,N","011265,1,9,9","+0150,1","+0110,1","99999,9","08,1,+06096,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06096,1,99,9,99,9","10213,1,99999,9",,"MET071METAR MMLM 151544Z 00000KT 7SM OVC200 15/11 A3016 RMK 8/007 BINOVC HZY=",
"76361599999","2025-01-15T16:46:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0041,1","06096,1,C,N","011265,1,9,9","+0180,1","+0130,1","99999,9","08,1,+06096,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06096,1,99,9,99,9","10220,1,99999,9",,"MET071METAR MMLM 151646Z 31008KT 7SM OVC200 18/13 A3018 RMK 8/007 BINOVC HZY=",
"76361599999","2025-01-15T17:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0057,1","06706,1,C,N","016093,1,9,9","+0190,1","+0120,1","10221,1","07,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,06706,1,99,9,99,9","10220,1,99999,9",,"MET072METAR MMLM 151740Z 31011KT 10SM BKN220 19/12 A3018 RMK SLP221 8/008 HZY=",
"76361599999","2025-01-15T18:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0057,1","06706,1,C,N","016093,1,9,9","+0210,1","+0110,1","99999,9","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10217,1,99999,9",,"MET065METAR MMLM 151840Z 30011KT 10SM OVC220 21/11 A3017 RMK 8/007 HZY=",
"76361599999","2025-01-15T19:40:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0051,1","06706,1,C,N","016093,1,9,9","+0210,1","+0110,1","99999,9","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10203,1,99999,9",,"MET065METAR MMLM 151940Z 30010KT 10SM OVC220 21/11 A3013 RMK 8/007 HZY=",
"76361599999","2025-01-15T20:41:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0062,1","06706,1,C,N","016093,1,9,9","+0220,1","+0110,1","10193,1","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10193,1,99999,9",,"MET072METAR MMLM 152041Z 30012KT 10SM OVC220 22/11 A3010 RMK SLP193 8/007 HZY=",
"76361599999","2025-01-15T21:42:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0072,1","06706,1,C,N","016093,1,9,9","+0200,1","+0110,1","99999,9","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10193,1,99999,9",,"MET068METAR MMLM 152142Z 30014KT 10SM OVC220 20/11 A3010 RMK 8/007 BINOVC=",
"76361599999","2025-01-15T22:43:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","300,1,N,0067,1","06706,1,C,N","016093,1,9,9","+0210,1","+0090,1","99999,9","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10193,1,99999,9",,"MET068METAR MMLM 152243Z 30013KT 10SM OVC220 21/09 A3010 RMK 8/007 BINOVC=",
"76361599999","2025-01-15T23:41:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0051,1","06706,1,C,N","016093,1,9,9","+0200,1","+0100,1","10197,1","08,1,+06706,1,02,1",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,06706,1,99,9,99,9","10196,1,99999,9",,"MET075METAR MMLM 152341Z 31010KT 10SM OVC220 20/10 A3011 RMK SLP197 8/007 BINOVC=",
"76361599999","2025-01-16T00:48:00","4","25.685194","-109.080806","4.87","VALLE DEL FUERTE INTERNATIONAL, MX","FM-15","99999","V020","310,1,N,0046,1","06706,1,9,N","016093,1,9,9","+0180,1","+0110,1","99999,9","04,1,+03658,1,03,1","08,1,+06706,1,02,1",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,03658,1,99,9,99,9","10196,1,99999,9",,"MET068METAR MMLM 160048Z 31009KT 10SM SCT120 OVC220 18/11 A3011 RMK 8/037=",
