"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GD4","GF1","MA1","MD1","MW1","MW2","MW3","OC1","REM","EQD"
"76459399999","2006-01-01T00:41:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","210,1,N,0026,1","22000,1,9,N","016093,1,N,1","+0190,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10122,1,99999,9",,,,,,"MET062MMMZ 010041Z 21005KT 10SM SKC 19/13 A2989 RMK HZY FULYR ALQDS;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T01:43:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","280,1,N,0021,1","22000,1,9,N","012874,1,N,1","+0170,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10129,1,99999,9",,,,,,"MET049MMMZ 010143Z 28004KT 8SM SKC 17/13 A2991 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T02:44:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","360,1,N,0015,1","22000,1,9,N","012874,1,N,1","+0160,1","+0120,1","10130,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10132,1,99999,9","2,1,013,1,+999,9",,,,,"MET066MMMZ 010244Z 36003KT 8SM SKC 16/12 A2992 RMK SLP130 52013 912 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T03:42:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","360,1,N,0021,1","22000,1,9,N","012874,1,N,1","+0140,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10135,1,99999,9",,,,,,"MET049MMMZ 010342Z 36004KT 8SM SKC 14/12 A2993 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T04:48:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","999,9,C,0000,1","22000,1,9,N","012874,1,N,1","+0130,1","+0100,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9",,,,,,"MET049MMMZ 010448Z 00000KT 8SM SKC 13/10 A2994 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T05:49:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","350,1,N,0021,1","22000,1,9,N","012874,1,N,1","+0120,1","+0090,1","10140,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10142,1,99999,9","2,1,010,1,+999,9",,,,,"MET066MMMZ 010549Z 35004KT 8SM SKC 12/09 A2995 RMK SLP140 52010 953 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T06:49:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","040,1,N,0021,1","22000,1,9,N","008046,1,N,1","+0110,1","+0080,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9",,"10,1",,,,"MET052MMMZ 010649Z 04004KT 5SM BR SKC 11/08 A2994 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T07:48:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","010,1,N,0021,1","22000,1,9,N","008046,1,N,1","+0110,1","+0080,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9",,"10,1",,,,"MET052MMMZ 010748Z 01004KT 5SM BR SKC 11/08 A2994 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T08:50:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","360,1,N,0026,1","22000,1,9,N","008046,1,N,1","+0100,1","+0070,1","10139,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9","7,1,003,1,+999,9","10,1",,,,"MET069MMMZ 010850Z 36005KT 5SM BR SKC 10/07 A2994 RMK SLP139 57003 909 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T09:47:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","010,1,N,0031,1","22000,1,9,N","008046,1,N,1","+0100,1","+0080,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10135,1,99999,9",,"10,1",,,,"MET052MMMZ 010947Z 01006KT 5SM BR SKC 10/08 A2993 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T10:47:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","350,1,N,0021,1","22000,1,9,N","008046,1,N,1","+0090,1","+0060,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10135,1,99999,9",,"10,1",,,,"MET044MMMZ 011047Z 35004KT 5SM BR SKC 09/06 A2993;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T11:47:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","050,1,N,0021,1","22000,1,9,N","008046,1,N,1","+0090,1","+0070,1","10137,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10135,1,99999,9","7,1,003,1,+999,9","10,1",,,,"MET065MMMZ 011147Z 05004KT 5SM BR SKC 09/07 A2993 RMK SLP137 57003 905;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T12:46:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","020,1,N,0026,1","22000,1,9,N","008046,1,N,1","+0090,1","+0070,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10,1",,,,"MET044MMMZ 011246Z 02005KT 5SM BR SKC 09/07 A2884;","Q01+097663APOA  Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T13:43:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","020,1,N,0031,1","22000,1,9,N","016093,1,N,1","+0090,1","+0080,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10146,1,99999,9",,,,,,"MET053MMMZ 011343Z 02006KT 10SM SKC 09/08 A2996 RMK MIFG E;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T14:44:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","030,1,N,0021,1","22000,1,9,N","016093,1,N,1","+0120,1","+0090,1","10150,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10152,1,99999,9","2,1,017,1,+999,9",,,,,"MET077METAR MMMZ 011444Z COR 03004KT 10SM SKC 12/09 A2998 RMK SLP150 52017 900 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T15:44:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","030,1,N,0021,1","22000,1,9,N","016093,1,N,1","+0150,1","+0110,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10156,1,99999,9",,,,,,"MET050MMMZ 011544Z 03004KT 10SM SKC 15/11 A2999 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T16:45:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0210,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,1,99999,9",,,,,,"MET050MMMZ 011645Z 00000KT 10SM SKC 21/13 A3000 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T18:48:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","200,1,N,0021,1","22000,1,9,N","016093,1,N,1","+0250,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9",,,,,,"MET050MMMZ 011848Z 20004KT 10SM SKC 25/12 A2994 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T19:50:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","220,1,N,0026,1","22000,1,9,N","016093,1,N,1","+0260,1","+0110,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10119,1,99999,9",,,,,,"MET050MMMZ 011950Z 22005KT 10SM SKC 26/11 A2988 RMK HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T20:48:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","220,1,N,0041,1","22000,1,9,N","016093,1,N,1","+0260,1","+0110,1","10110,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10108,1,99999,9","7,1,043,1,+999,9",,,,,"MET067MMMZ 012048Z 22008KT 10SM SKC 26/11 A2985 RMK SLP110 57043 960 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T21:49:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","240,1,N,0046,1","22000,1,9,N","019312,1,N,1","+0260,1","+0110,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10112,1,99999,9",,,,,,"MET060MMMZ 012149Z 24009KT 12SM SKC 26/11 A2986 RMK FULYR 1 4QUAD;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T22:45:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","240,1,N,0062,1","22000,1,9,N","019312,1,N,1","+0240,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10115,1,99999,9",,,,,,"MET060MMMZ 012245Z 24012KT 12SM SKC 24/13 A2987 RMK FULYR 1 4QUAD;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-01T23:43:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","260,1,N,0051,1","22000,1,9,N","016093,1,N,1","+0230,1","+0140,1","10116,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10122,1,99999,9","2,1,013,1,+999,9",,,,,"MET085METAR MMMZ 012343Z 26010KT 10SM SKC 23/14 A2989 RMK SLP116 52013 903 FULYR ALQDS RTS;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-02T00:44:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","250,1,N,0031,1","22000,1,9,N","012874,1,N,1","+0190,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10125,1,99999,9",,,,,,"MET061MMMZ 020044Z 25006KT 8SM SKC 19/13 A2990 RMK HZY FULYR ALQDS;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-02T01:43:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","280,1,N,0021,1","22000,1,9,N","012874,1,N,1","+0180,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10132,1,99999,9",,,,,,"MET061MMMZ 020143Z 28004KT 8SM SKC 18/13 A2992 RMK HZY FULYR ALQDS;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
"76459399999","2006-01-02T02:44:00","4","23.161356","-106.266072","11.58","GENERAL RAFAEL BUELNA INTERNATIONAL, MX","FM-15","MMMZ ","V020","250,1,N,0021,1","22000,1,9,N","016093,1,N,1","+0170,1","+0130,1","10130,1",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10139,1,99999,9","2,1,017,1,+999,9",,,,,"MET067MMMZ 020244Z 25004KT 10SM SKC 17/13 A2994 RMK SLP130 52017 900 HZY;","Q01+000000PRSWM1Q02    993SCCGA1Q03    099SCCGD1"
